Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
27.06.04,20:00:00,2.0,10.5,120,32.7,27.7,,
06.05.04,0:00:00,1.4,4.6,76,12.5,75.8,41.66072679,133.44006370000002
30.07.04,0:00:00,-200.0,11.1,104,25.7,46.1,,
01.05.04,4:00:00,-200.0,3.5,42,16.2,69.9,30.00088282,142.1682513
28.05.04,9:00:00,-200.0,19.4,-200,20.8,43.6,,
04.06.04,23:00:00,2.9,13.1,-200,21.7,44.7,,
06.10.04,19:00:00,-200.0,44.0,-200,24.5,49.5,,
11.06.04,11:00:00,2.0,12.2,-200,34.4,21.0,,
01.06.04,6:00:00,0.3,6.1,65,17.3,78.6,,
03.08.04,3:00:00,-200.0,1.7,-200,28.0,45.2,,
26.02.05,6:00:00,0.9,2.7,103,4.6,60.5,,
02.04.05,3:00:00,0.5,1.4,70,11.9,35.6,,
15.10.04,15:00:00,-200.0,18.1,-200,23.2,39.9,,
15.01.05,1:00:00,2.4,7.5,128,4.9,80.1,,
27.03.05,16:00:00,1.4,3.5,104,15.4,75.2,,
06.08.04,6:00:00,1.2,7.7,56,21.9,74.9,,
19.09.04,1:00:00,1.4,7.1,81,20.6,53.2,,
03.11.04,11:00:00,3.4,19.3,95,26.6,42.8,,
22.05.04,1:00:00,3.3,16.0,124,17.8,46.1,123.2380624,66.12941297
05.08.04,12:00:00,-200.0,10.2,108,36.8,27.2,,
05.07.04,12:00:00,2.2,12.2,140,36.2,18.0,,
15.12.04,12:00:00,3.4,-200.0,177,-200.0,-200.0,,
23.06.04,9:00:00,3.5,20.1,136,24.0,43.1,,
20.05.04,0:00:00,1.5,8.2,102,18.5,50.1,126.9674345,67.95698577
15.01.05,4:00:00,-200.0,4.8,115,2.4,86.6,,
26.07.04,17:00:00,-200.0,12.0,118,34.6,23.5,,
28.05.04,22:00:00,1.0,7.0,96,19.8,46.8,,
04.07.04,23:00:00,1.9,9.9,104,25.3,39.2,,
16.11.04,6:00:00,0.5,1.2,63,10.2,43.6,,
12.10.04,4:00:00,0.5,3.2,34,17.8,67.5,,
16.10.04,10:00:00,-200.0,9.6,-200,21.3,42.9,,
22.04.04,10:00:00,-200.0,20.1,-200,23.7,30.6,182.967,217.0911315
07.07.04,19:00:00,5.3,29.8,223,35.6,20.4,,
28.07.04,17:00:00,-200.0,17.3,166,34.4,16.4,,
24.04.04,3:00:00,1.1,5.8,-200,15.7,53.6,178.8549865,208.3533729
02.08.04,13:00:00,1.4,8.5,99,37.1,25.6,,
09.06.04,20:00:00,3.4,18.6,162,30.7,32.2,,
12.05.04,16:00:00,2.4,12.7,123,17.3,61.1,120.4315274,62.48033888
27.10.04,16:00:00,2.1,13.4,102,19.9,65.3,,
16.12.04,2:00:00,1.6,-200.0,92,-200.0,-200.0,,
22.03.04,21:00:00,3.3,14.5,124,14.5,49.7,32.94862337,50.2875727
04.06.04,14:00:00,-200.0,8.1,-200,27.0,29.6,,
07.01.05,4:00:00,1.0,2.5,77,7.0,77.3,,
21.09.04,9:00:00,5.3,27.3,161,22.6,51.4,,
13.06.04,12:00:00,0.7,2.7,65,24.4,29.6,,
06.12.04,10:00:00,4.7,18.5,161,15.9,63.4,,
22.07.04,13:00:00,2.0,12.2,125,42.0,15.8,,
28.08.04,6:00:00,0.5,3.4,39,19.5,57.0,,
08.01.05,11:00:00,2.5,10.4,141,11.6,54.1,,
04.12.04,3:00:00,2.1,8.2,-200,11.6,80.1,,
20.10.04,14:00:00,-200.0,24.6,-200,25.4,55.1,,
06.06.04,5:00:00,0.5,2.4,34,16.6,80.2,,
27.03.04,16:00:00,2.2,11.8,108,18.7,26.0,85.92721234,119.8678749
29.07.04,2:00:00,-200.0,2.6,33,25.7,30.9,,
26.05.04,12:00:00,1.6,12.3,115,29.6,19.4,,
06.12.04,18:00:00,3.1,18.0,123,16.4,59.5,,
04.03.05,7:00:00,1.9,7.5,139,3.1,77.3,,
11.09.04,18:00:00,-200.0,11.7,-200,32.0,27.3,,
11.10.04,22:00:00,1.9,8.9,57,19.0,66.1,,
12.04.04,23:00:00,0.8,2.4,65,10.4,58.4,124.2496379,152.2841133
13.05.04,20:00:00,4.6,21.2,141,19.1,52.3,127.1150375,62.80328543
05.05.04,20:00:00,2.1,9.2,79,15.9,70.7,55.14556803,169.411646
06.01.05,17:00:00,1.9,7.7,134,15.6,54.8,,
22.10.04,10:00:00,2.7,18.3,83,22.6,59.9,,
06.12.04,3:00:00,1.1,3.0,-200,12.7,72.2,,
23.05.04,9:00:00,0.8,3.8,64,20.6,41.2,114.7544972,68.17830078
03.04.05,17:00:00,1.4,6.1,156,28.9,9.9,,
23.09.04,3:00:00,0.5,2.4,-200,22.4,59.9,,
30.10.04,8:00:00,3.1,15.4,102,16.9,79.9,,
09.03.05,14:00:00,2.2,10.3,123,16.1,36.3,,
18.03.05,14:00:00,2.3,10.4,160,25.0,23.4,,
02.06.04,23:00:00,-200.0,6.9,43,21.7,61.0,,
23.04.04,4:00:00,-200.0,2.3,-200,14.1,53.9,182.9021635,217.06194530000002
22.07.04,22:00:00,2.3,13.6,100,30.4,35.4,,
15.03.04,21:00:00,4.2,19.9,145,16.7,57.4,45.12697232,55.646201500000004
23.03.05,11:00:00,3.4,15.8,184,21.4,38.7,,
27.10.04,3:00:00,0.6,3.9,-200,17.2,81.8,,
15.03.04,20:00:00,6.5,31.0,165,18.3,52.6,44.52109721,51.72654886
28.11.04,10:00:00,0.8,1.9,65,9.7,72.0,,
29.12.04,5:00:00,-200.0,1.4,-200,9.1,73.9,,
07.05.04,2:00:00,0.9,3.3,56,13.7,69.4,33.01516728,161.4562166
21.06.04,10:00:00,1.8,10.2,111,27.8,25.8,,
18.03.04,7:00:00,1.5,7.7,85,10.6,63.3,20.38022779,52.49921855
14.12.04,13:00:00,4.7,25.8,182,14.0,53.0,,
24.03.05,10:00:00,3.5,18.1,132,17.9,42.2,,
09.06.04,11:00:00,2.8,17.6,159,34.7,25.9,,
11.11.04,0:00:00,2.6,11.2,158,9.7,73.1,,
17.08.04,22:00:00,-200.0,10.0,-200,28.6,35.7,,
04.10.04,6:00:00,-200.0,5.6,-200,17.1,71.8,,
18.12.04,21:00:00,4.4,17.2,179,10.1,29.7,,
20.01.05,0:00:00,1.8,4.1,112,8.7,51.1,,
21.09.04,6:00:00,1.4,8.1,79,18.3,65.5,,
02.12.04,0:00:00,2.2,8.1,102,11.6,81.0,,
12.08.04,12:00:00,1.3,5.5,54,34.5,35.1,,
17.06.04,17:00:00,2.8,15.4,124,31.4,30.3,,
12.03.05,11:00:00,0.7,6.7,137,14.2,51.5,,
12.11.04,22:00:00,1.6,5.9,115,15.7,60.8,,
17.08.04,19:00:00,-200.0,5.0,-200,32.8,24.3,,
08.12.04,17:00:00,1.9,6.5,107,15.2,58.0,,
24.08.04,3:00:00,0.5,2.1,-200,21.2,43.8,,
12.06.04,5:00:00,0.9,6.0,78,18.8,46.6,,
16.04.04,5:00:00,1.2,5.4,77,11.6,76.4,125.1074169,170.16722719999999
21.08.04,18:00:00,-200.0,5.4,-200,27.3,31.0,,
25.05.04,5:00:00,0.1,1.7,51,11.6,40.0,,
27.03.04,15:00:00,1.9,7.6,101,17.8,28.4,76.31849358,108.7472881
11.04.04,6:00:00,0.8,2.9,49,7.4,71.0,122.7063909,170.79863469999998
28.09.04,22:00:00,1.5,8.3,111,19.8,47.7,,
08.03.05,1:00:00,1.5,5.3,154,2.5,52.1,,
16.04.04,15:00:00,4.0,17.5,126,14.4,77.4,128.99036759999998,142.6829426
14.07.04,7:00:00,4.7,27.5,142,19.9,46.5,,
04.07.04,12:00:00,0.8,4.9,52,35.8,22.4,,
21.10.04,13:00:00,2.6,14.8,-200,26.6,49.3,,
03.10.04,7:00:00,-200.0,5.4,-200,19.8,66.4,,
15.08.04,17:00:00,0.6,3.1,43,36.7,17.1,,
22.05.04,16:00:00,2.1,11.7,101,28.9,29.3,130.4636002,64.40390782
24.08.04,11:00:00,1.6,8.3,121,32.9,21.8,,
15.02.05,6:00:00,0.4,1.3,56,6.1,40.8,,
07.10.04,13:00:00,-200.0,15.7,-200,25.9,44.2,,
22.04.04,14:00:00,-200.0,12.2,-200,28.0,21.0,170.2291129,208.4431974
11.05.04,22:00:00,2.7,14.2,114,18.1,58.7,113.5991381,70.80712249
14.08.04,1:00:00,1.0,4.5,63,25.1,55.7,,
05.03.05,4:00:00,-200.0,4.0,136,4.4,63.9,,
03.02.05,20:00:00,3.9,17.6,231,9.3,55.5,,
06.10.04,20:00:00,-200.0,31.0,-200,23.3,54.4,,
03.06.04,18:00:00,-200.0,14.7,-200,27.2,28.3,,
02.04.04,23:00:00,2.3,12.1,124,16.8,53.2,90.91793958,116.6452226
30.11.04,7:00:00,1.1,3.6,86,11.8,80.7,,
31.08.04,21:00:00,2.1,11.5,98,25.7,48.7,,
20.07.04,11:00:00,-200.0,16.1,164,38.1,18.5,,
02.01.05,15:00:00,1.6,5.5,137,13.5,41.3,,
13.04.04,7:00:00,3.9,19.1,130,11.0,64.2,137.7082702,166.9454055
25.06.04,1:00:00,2.0,10.9,94,23.0,48.1,,
28.02.05,19:00:00,2.4,8.1,141,1.6,37.9,,
03.05.04,6:00:00,1.3,8.2,80,16.0,65.8,43.79157175,160.70253730000002
29.10.04,9:00:00,3.0,16.6,119,21.9,61.8,,
16.12.04,18:00:00,7.5,-200.0,231,-200.0,-200.0,,
25.03.04,0:00:00,1.3,4.5,89,10.3,59.9,72.28242759,113.7102485
17.03.04,4:00:00,-200.0,1.9,60,12.7,57.9,46.19501714,50.216615000000004
13.01.05,0:00:00,2.9,11.5,123,9.4,75.0,,
24.09.04,4:00:00,0.4,2.5,52,21.1,59.9,,
06.09.04,17:00:00,2.3,11.7,-200,29.6,27.5,,
28.03.04,9:00:00,1.9,7.5,83,12.5,50.1,88.40804183,112.3770664
14.11.04,12:00:00,0.6,1.1,54,12.4,32.0,,
01.04.05,1:00:00,0.6,1.0,50,14.6,43.0,,
28.03.05,20:00:00,2.9,9.4,157,17.6,54.4,,
09.02.05,15:00:00,2.0,-200.0,144,-200.0,-200.0,,
01.01.05,2:00:00,2.5,7.5,129,5.9,50.0,,
13.07.04,17:00:00,2.8,14.3,126,31.9,18.3,,
22.06.04,23:00:00,2.4,13.6,104,23.8,39.6,,
08.10.04,23:00:00,1.7,9.6,71,23.8,56.1,,
07.06.04,3:00:00,0.3,2.0,-200,18.6,52.7,,
12.06.04,19:00:00,1.1,6.3,52,29.1,35.1,,
07.06.04,8:00:00,4.3,25.0,118,21.7,44.2,,
11.12.04,18:00:00,2.4,10.7,133,14.9,24.9,,
22.06.04,11:00:00,2.1,12.6,109,30.4,26.4,,
17.10.04,1:00:00,-200.0,2.7,-200,16.4,70.3,,
19.11.04,7:00:00,1.6,5.3,98,14.5,63.0,,
19.05.04,4:00:00,-200.0,2.2,52,16.3,51.4,114.83299270000002,70.88740193
14.07.04,11:00:00,1.8,11.3,122,33.4,17.1,,
28.06.04,13:00:00,1.9,12.1,106,39.6,19.0,,
06.05.04,9:00:00,3.4,16.4,130,17.9,46.1,58.41257509,168.59109909999998
07.10.04,4:00:00,-200.0,2.9,-200,19.9,66.1,,
12.10.04,6:00:00,1.2,6.0,74,17.8,60.6,,
11.12.04,6:00:00,1.0,4.3,107,7.8,47.4,,
22.01.05,23:00:00,1.3,15.1,196,8.2,36.8,,
24.02.05,19:00:00,4.0,17.7,260,6.1,75.8,,
26.02.05,16:00:00,2.5,3.1,98,9.0,47.3,,
21.12.04,6:00:00,0.6,2.2,97,4.3,43.9,,
15.04.04,10:00:00,3.8,17.3,127,15.0,49.3,152.7695651,157.8350525
13.11.04,12:00:00,3.7,17.5,192,20.3,46.7,,
21.05.04,0:00:00,1.2,6.8,93,20.5,42.0,116.14432839999999,65.68810739
20.10.04,1:00:00,-200.0,10.0,-200,19.5,69.7,,
17.12.04,8:00:00,4.1,-200.0,137,-200.0,-200.0,,
17.01.05,22:00:00,1.9,8.7,153,5.3,55.0,,
25.04.04,14:00:00,0.7,2.0,44,18.3,27.2,184.22862869999997,219.2057511
29.11.04,14:00:00,2.6,12.8,121,18.6,49.3,,
10.12.04,1:00:00,0.7,2.7,59,13.7,45.0,,
29.03.04,6:00:00,0.9,2.9,75,9.9,50.7,72.38843205,104.9722672
17.02.05,23:00:00,1.2,2.8,106,7.1,47.9,,
09.06.04,6:00:00,1.0,8.1,69,20.5,54.8,,
02.09.04,19:00:00,-200.0,28.6,-200,32.8,29.4,,
26.02.05,9:00:00,1.5,4.1,133,6.7,49.5,,
02.07.04,19:00:00,3.0,17.3,161,31.4,18.5,,
01.05.04,15:00:00,1.8,9.2,82,26.1,30.3,34.69392642,143.1215757
18.09.04,3:00:00,0.6,2.4,-200,20.4,47.1,,
14.03.05,12:00:00,1.5,7.0,123,17.9,38.8,,
12.01.05,2:00:00,2.1,9.1,122,11.2,70.3,,
19.11.04,22:00:00,2.6,3.6,120,13.4,14.3,,
05.02.05,8:00:00,3.1,12.7,283,2.0,63.6,,
13.03.05,12:00:00,1.6,10.1,164,13.2,56.2,,
22.03.05,15:00:00,2.0,9.1,130,25.5,28.3,,
11.10.04,11:00:00,2.3,12.3,82,20.0,69.6,,
21.12.04,16:00:00,2.3,8.6,137,8.8,35.7,,
13.10.04,14:00:00,-200.0,7.2,-200,17.4,48.3,,
12.10.04,5:00:00,0.8,3.9,44,16.9,66.7,,
24.10.04,7:00:00,1.5,8.1,48,17.5,76.6,,
29.06.04,18:00:00,3.7,23.2,181,36.9,27.8,,
18.11.04,3:00:00,1.3,3.5,-200,7.5,69.3,,
10.11.04,17:00:00,2.7,12.3,106,10.8,57.6,,
04.08.04,3:00:00,-200.0,4.0,-200,25.9,55.1,,
04.09.04,7:00:00,1.7,9.1,-200,22.0,55.4,,
11.02.05,3:00:00,1.6,-200.0,-200,-200.0,-200.0,,
16.06.04,7:00:00,2.7,18.9,95,21.3,56.9,,
20.01.05,14:00:00,3.0,14.3,154,14.8,25.4,,
07.06.04,12:00:00,1.9,11.8,132,31.3,24.1,,
21.11.04,13:00:00,1.9,11.2,193,12.2,30.0,,
17.08.04,0:00:00,0.9,5.5,54,26.5,40.7,,
22.05.04,23:00:00,3.1,15.3,100,20.2,52.9,114.96554240000002,60.78500241
29.10.04,19:00:00,3.1,12.9,128,18.3,74.9,,
05.04.04,11:00:00,3.0,13.7,121,16.6,55.2,146.3497396,158.7144929
24.11.04,2:00:00,2.3,10.1,106,10.4,80.8,,
02.05.04,18:00:00,2.3,11.9,114,22.6,39.3,50.73007163,134.00155900000001
02.04.04,4:00:00,-200.0,2.8,52,11.2,65.9,90.70439777,100.1697441
28.07.04,20:00:00,-200.0,13.6,131,29.6,26.1,,
08.10.04,2:00:00,0.7,3.6,47,20.5,62.1,,
21.09.04,18:00:00,5.6,30.3,204,28.5,37.2,,
13.09.04,6:00:00,-200.0,8.3,-200,19.7,70.3,,
25.03.05,20:00:00,5.5,23.7,189,18.8,58.3,,
24.10.04,21:00:00,1.3,7.3,72,21.2,63.4,,
31.03.04,19:00:00,2.7,11.5,107,14.3,52.9,72.87819115,103.5141074
18.11.04,1:00:00,2.2,5.1,127,8.8,63.8,,
29.07.04,22:00:00,-200.0,14.8,134,27.6,40.5,,
11.11.04,13:00:00,2.8,13.6,199,12.5,71.3,,
06.08.04,1:00:00,-200.0,6.8,71,21.8,74.1,,
07.07.04,5:00:00,0.5,4.0,53,24.0,37.8,,
16.04.04,16:00:00,4.7,17.7,140,14.6,74.9,142.43135569999998,149.7102775
28.07.04,8:00:00,-200.0,26.7,120,22.4,38.0,,
19.06.04,9:00:00,1.6,9.7,99,27.0,39.9,,
31.03.04,6:00:00,1.0,3.5,93,14.4,38.5,78.07882366,116.2746152
20.06.04,6:00:00,0.9,-200.0,65,-200.0,-200.0,,
06.08.04,11:00:00,2.6,15.6,117,29.3,48.4,,
01.04.05,8:00:00,1.9,6.3,150,16.1,41.0,,
27.06.04,17:00:00,1.6,7.9,109,41.4,15.5,,
05.02.05,19:00:00,1.6,6.2,174,6.4,36.8,,
22.03.05,13:00:00,2.4,12.3,145,23.5,35.0,,
21.02.05,3:00:00,0.6,0.7,-200,4.5,79.2,,
01.11.04,3:00:00,3.0,16.0,-200,19.1,75.8,,
30.12.04,18:00:00,-200.0,8.1,-200,9.3,40.8,,
08.11.04,13:00:00,1.3,6.0,100,13.4,36.3,,
01.02.05,3:00:00,0.9,3.3,-200,3.7,57.5,,
09.11.04,8:00:00,-200.0,22.4,-200,4.9,70.7,,
14.04.04,16:00:00,-200.0,8.9,-200,20.4,30.4,136.477776,170.8540853
06.05.04,11:00:00,2.1,9.8,100,18.5,42.8,55.47782144,133.598598
14.12.04,14:00:00,4.2,21.8,192,15.1,50.2,,
23.06.04,13:00:00,2.1,11.8,101,35.4,19.9,,
10.09.04,5:00:00,0.5,3.6,55,22.4,43.5,,
25.02.05,6:00:00,1.0,4.1,146,5.2,80.7,,
24.03.04,10:00:00,3.4,14.2,113,12.1,54.9,87.94107875,104.7241105
15.02.05,19:00:00,2.8,14.1,185,9.5,25.2,,
08.07.04,6:00:00,0.6,6.2,62,27.5,34.6,,
14.08.04,7:00:00,1.1,6.3,61,24.0,57.2,,
04.08.04,19:00:00,-200.0,8.0,-200,25.5,58.6,,
05.11.04,15:00:00,4.3,26.4,138,24.2,44.0,,
08.03.05,21:00:00,3.2,13.3,215,8.5,42.4,,
18.11.04,7:00:00,2.1,9.9,162,6.8,74.5,,
05.06.04,20:00:00,1.8,8.2,102,23.4,44.4,,
07.01.05,2:00:00,1.2,3.1,82,8.0,75.0,,
28.03.05,1:00:00,1.2,3.0,101,14.4,78.0,,
01.02.05,17:00:00,3.6,16.3,165,12.3,48.9,,
22.02.05,16:00:00,2.5,10.9,218,7.4,69.3,,
11.03.05,13:00:00,1.5,12.1,172,17.8,33.3,,
03.07.04,19:00:00,1.4,8.7,90,31.9,20.4,,
03.07.04,17:00:00,1.2,8.0,93,36.9,17.5,,
29.11.04,16:00:00,2.3,11.4,121,17.9,51.4,,
20.09.04,9:00:00,5.7,27.5,159,23.5,49.7,,
01.06.04,16:00:00,2.5,17.1,95,24.8,47.4,,
20.10.04,22:00:00,3.4,17.7,99,21.8,69.6,,
10.04.04,14:00:00,1.3,5.1,81,19.8,23.1,135.99700359999997,162.50134369999998
03.04.05,10:00:00,1.4,3.4,113,21.1,23.7,,
25.06.04,10:00:00,1.9,8.0,113,29.9,33.2,,
19.08.04,22:00:00,-200.0,7.8,-200,29.8,49.1,,
19.08.04,19:00:00,1.7,9.3,66,33.9,37.1,,
18.07.04,14:00:00,0.1,3.8,40,40.2,12.3,,
05.03.05,12:00:00,1.5,5.3,133,14.0,28.1,,
20.06.04,7:00:00,0.8,-200.0,55,-200.0,-200.0,,
03.06.04,15:00:00,-200.0,9.7,-200,28.7,25.0,,
01.10.04,9:00:00,3.7,20.5,114,22.3,59.3,,
10.05.04,13:00:00,2.2,12.9,104,20.8,40.6,127.65706809999999,62.76750465
05.01.05,19:00:00,3.1,15.0,148,13.4,64.5,,
22.08.04,20:00:00,-200.0,8.0,-200,28.1,34.3,,
30.08.04,8:00:00,-200.0,30.7,-200,23.8,56.5,,
14.03.04,23:00:00,2.2,8.8,119,14.7,55.9,22.59235631,52.31511657
29.10.04,16:00:00,2.7,13.9,118,20.1,75.4,,
18.08.04,21:00:00,1.4,7.9,55,29.9,44.7,,
03.12.04,20:00:00,6.1,30.7,132,15.0,74.4,,
09.07.04,18:00:00,2.2,14.0,162,31.0,17.1,,
16.05.04,22:00:00,1.4,5.9,97,20.8,36.3,130.1202882,65.33069839999999
31.07.04,23:00:00,2.3,13.3,92,27.7,44.6,,
18.04.04,7:00:00,-200.0,2.4,-200,14.2,72.3,175.2166751,202.03543019999998
29.10.04,7:00:00,2.9,15.9,111,20.2,66.9,,
03.08.04,21:00:00,-200.0,9.5,92,28.8,48.9,,
14.06.04,20:00:00,1.4,5.7,74,21.7,46.5,,
27.03.04,10:00:00,2.1,9.7,93,15.5,36.1,78.48720766,118.57312309999999
21.03.05,7:00:00,1.3,6.1,113,12.8,68.0,,
17.05.04,3:00:00,0.4,1.4,-200,17.4,30.2,125.46515929999998,69.30395025
26.07.04,7:00:00,-200.0,11.2,116,26.5,46.3,,
15.03.04,15:00:00,2.5,12.1,104,24.4,28.9,39.16137859,53.79001568
09.05.04,21:00:00,-200.0,8.4,-200,14.9,55.0,129.5289487,60.90603957
27.11.04,17:00:00,4.5,18.7,147,15.6,70.2,,
03.06.04,9:00:00,-200.0,20.8,108,22.6,45.9,,
04.09.04,15:00:00,1.6,8.3,-200,38.3,19.3,,
01.10.04,23:00:00,-200.0,9.1,-200,20.8,64.1,,
10.03.05,16:00:00,1.8,5.9,131,20.2,14.4,,
07.06.04,9:00:00,3.1,15.1,118,23.5,40.0,,
18.02.05,22:00:00,2.4,9.8,190,7.0,44.2,,
03.07.04,8:00:00,2.3,14.4,120,23.2,43.9,,
04.12.04,10:00:00,2.7,10.4,102,12.2,85.1,,
14.10.04,11:00:00,-200.0,8.0,-200,21.9,39.4,,
29.01.05,5:00:00,0.5,0.5,31,1.0,54.7,,
09.11.04,10:00:00,-200.0,18.5,-200,8.1,59.1,,
23.03.05,19:00:00,6.2,32.6,227,21.0,29.2,,
05.07.04,17:00:00,3.0,19.0,174,39.3,18.9,,
11.03.05,8:00:00,1.5,13.8,141,4.3,58.6,,
25.09.04,18:00:00,1.8,8.9,62,20.1,30.3,,
11.03.05,0:00:00,1.4,5.2,133,7.7,41.7,,
05.03.05,0:00:00,2.2,6.0,172,6.3,59.8,,
04.05.04,4:00:00,-200.0,1.5,28,15.6,81.0,54.60986371,141.317474
22.02.05,15:00:00,2.1,9.0,201,6.6,71.1,,
07.05.04,0:00:00,2.3,8.2,102,13.8,64.7,53.80905313,125.90221509999998
26.01.05,21:00:00,1.1,6.2,151,4.7,50.8,,
07.07.04,0:00:00,2.1,14.3,99,26.9,32.6,,
08.01.05,23:00:00,1.6,6.0,123,14.1,59.6,,
13.07.04,10:00:00,2.8,14.3,139,26.4,29.9,,
10.02.05,5:00:00,1.5,-200.0,88,-200.0,-200.0,,
29.01.05,23:00:00,1.0,1.6,73,2.8,49.1,,
11.06.04,5:00:00,0.6,4.0,74,19.3,51.4,,
12.02.05,17:00:00,3.7,17.1,227,11.1,52.0,,
31.03.04,12:00:00,2.9,11.3,123,12.3,73.3,73.66651619,116.75896850000001
23.08.04,3:00:00,-200.0,2.4,-200,21.2,53.3,,
26.10.04,1:00:00,1.6,8.0,60,16.8,74.9,,
06.11.04,10:00:00,1.7,10.9,80,18.4,61.3,,
26.05.04,6:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
27.04.04,9:00:00,1.9,7.9,94,19.6,35.9,178.8448729,214.06922540000002
19.10.04,21:00:00,-200.0,24.4,-200,19.9,69.0,,
19.10.04,22:00:00,-200.0,20.3,-200,18.8,73.7,,
02.04.04,15:00:00,2.7,14.0,121,26.1,27.3,82.24964849999999,102.89459670000001
23.05.04,22:00:00,1.1,6.0,73,20.5,49.3,110.53456399999999,70.47050957
30.12.04,11:00:00,-200.0,4.1,-200,11.7,34.4,,
12.09.04,12:00:00,-200.0,6.4,-200,28.2,48.6,,
11.07.04,2:00:00,0.5,4.1,51,22.0,45.8,,
06.04.04,9:00:00,4.4,22.0,125,18.4,46.3,135.4716519,158.7201683
02.06.04,17:00:00,-200.0,8.1,44,28.9,35.7,,
11.10.04,16:00:00,3.4,18.3,99,23.2,52.0,,
22.07.04,15:00:00,2.1,14.3,143,44.3,13.0,,
30.03.05,21:00:00,2.0,8.8,147,16.8,58.2,,
03.09.04,8:00:00,-200.0,34.5,-200,23.7,54.0,,
06.09.04,4:00:00,-200.0,1.0,-200,23.9,47.4,,
01.08.04,20:00:00,1.5,9.2,77,30.7,38.7,,
24.02.05,11:00:00,1.8,6.5,232,4.6,82.0,,
17.12.04,19:00:00,3.2,-200.0,129,-200.0,-200.0,,
04.10.04,20:00:00,-200.0,21.3,-200,23.3,53.0,,
11.11.04,4:00:00,1.1,5.4,74,7.6,81.2,,
19.05.04,2:00:00,0.5,3.0,65,18.4,45.7,113.82347890000001,62.76542039
03.08.04,20:00:00,-200.0,10.3,100,30.1,45.0,,
31.01.05,8:00:00,1.8,7.1,198,3.7,33.9,,
12.07.04,4:00:00,-200.0,1.8,34,19.9,51.3,,
09.01.05,6:00:00,0.6,1.6,46,12.5,67.3,,
20.05.04,18:00:00,4.1,23.7,168,27.7,24.8,115.75721999999999,70.81421221
26.12.04,21:00:00,2.4,7.2,128,11.8,82.7,,
11.09.04,4:00:00,-200.0,2.3,-200,23.5,40.9,,
05.06.04,21:00:00,0.6,3.8,30,23.0,51.1,,
17.01.05,20:00:00,3.6,16.7,181,7.2,50.6,,
27.01.05,4:00:00,-200.0,0.3,28,4.4,42.2,,
10.04.04,6:00:00,1.4,6.0,65,10.8,70.5,124.1358611,144.4108379
25.06.04,7:00:00,2.6,14.8,104,21.5,51.8,,
14.04.04,22:00:00,-200.0,7.8,-200,13.4,54.3,142.6671616,153.04334780000002
09.09.04,18:00:00,5.4,32.3,220,35.2,16.6,,
08.11.04,5:00:00,0.2,0.4,18,10.8,50.9,,
14.11.04,4:00:00,0.3,0.7,26,9.8,51.3,,
10.08.04,2:00:00,0.5,3.5,11,26.3,56.5,,
05.10.04,18:00:00,-200.0,40.5,-200,27.0,40.2,,
11.07.04,0:00:00,2.3,11.6,116,22.7,45.3,,
09.11.04,16:00:00,1.5,7.5,-200,13.8,40.7,,
02.12.04,2:00:00,1.6,5.7,86,11.7,78.6,,
09.11.04,15:00:00,2.1,13.1,-200,12.6,42.4,,
15.03.05,12:00:00,2.2,10.3,161,21.0,30.6,,
29.08.04,11:00:00,-200.0,6.8,-200,32.3,31.8,,
26.10.04,11:00:00,3.5,20.1,132,20.1,62.0,,
04.10.04,1:00:00,-200.0,5.2,-200,18.4,71.6,,
30.08.04,12:00:00,-200.0,10.1,-200,31.6,34.7,,
09.12.04,7:00:00,0.6,1.3,63,14.6,56.7,,
31.08.04,12:00:00,-200.0,14.1,-200,31.8,30.5,,
18.11.04,21:00:00,4.3,17.2,191,16.3,58.1,,
24.01.05,8:00:00,1.8,11.1,169,7.2,49.8,,
01.01.05,13:00:00,2.2,8.4,147,9.5,41.2,,
08.12.04,11:00:00,2.3,9.8,95,14.3,63.3,,
17.08.04,17:00:00,-200.0,5.0,-200,38.1,19.7,,
31.07.04,5:00:00,0.8,4.7,49,23.7,54.6,,
15.01.05,12:00:00,2.7,11.6,177,7.5,64.4,,
12.04.04,21:00:00,0.8,2.7,74,10.6,56.1,153.68649209999998,153.1091828
30.09.04,22:00:00,1.5,9.0,87,22.1,61.3,,
03.04.05,9:00:00,1.2,4.1,118,17.8,30.7,,
07.02.05,9:00:00,2.8,10.5,281,5.6,40.5,,
21.09.04,2:00:00,0.6,3.1,50,22.1,49.8,,
08.05.04,12:00:00,-200.0,11.1,-200,13.3,76.8,129.74630679999999,65.55500049
22.06.04,7:00:00,3.1,18.5,106,18.2,55.8,,
17.09.04,12:00:00,1.6,9.0,89,22.8,41.8,,
26.03.05,0:00:00,2.5,12.1,128,17.1,66.9,,
19.02.05,3:00:00,1.2,3.9,-200,2.2,59.6,,
07.10.04,19:00:00,6.7,37.1,128,24.0,50.6,,
12.10.04,2:00:00,0.5,2.1,44,18.3,65.1,,
22.10.04,23:00:00,1.7,9.8,73,20.3,68.1,,
10.02.05,9:00:00,3.8,-200.0,289,-200.0,-200.0,,
30.08.04,11:00:00,-200.0,11.8,-200,29.9,39.6,,
07.06.04,22:00:00,1.8,8.9,101,23.3,44.5,,
